OpeningDate,Title,Studio,OpeningGross,OpeningTheaters,TotalGross,TotalTheaters,GrossRatio,Stamina
1990-11-21,Three Men and a Little Lady,Buena Vista,13774642,1281,71609321,1614,5.198633910050076,Strong
1990-11-16,Home Alone,Fox,17081997,1202,285761243,2173,16.728795994988175,Stronger
1990-11-16,Rocky V,Other,14073170,2053,40946358,2106,2.909533388710575,Weak
1990-11-16,The Rescuers Down Under,Buena Vista,3499819,1230,27931461,1487,7.98083015150212,Stronger
1990-11-09,Child's Play 2,Universal,10718520,1996,28501605,2017,2.6590989241051934,Weak
1990-11-09,Dances with Wolves,Other,598257,14,184208848,1636,307.9092229593636,Stronger
1990-11-09,The Krays,Miramax,948002,392,2060847,392,2.1738846542517845,Weaker
1990-11-09,The Return of Superfly,Other,359367,260,610402,260,1.6985477241928169,Weaker
1990-11-02,Graffiti Bridge,Warner Brothers,2447108,688,4562778,688,1.8645593083754375,Weaker
1990-11-02,Jacob's Ladder,Other,7500760,1052,26118851,1264,3.482160607725084,Strong
1990-11-02,Waiting for the Light,Other,334748,149,808690,149,2.4158172714997552,Weaker
1990-10-26,Graveyard Shift,Paramount,5082300,1603,11582891,1603,2.2790647934990065,Weaker
1990-10-26,Sibling Rivalry,Other,4017930,1448,17854933,1455,4.443813854397662,Strong
1990-10-26,Tune in Tomorrow,Other,62747,7,1794001,207,28.59102427207675,Stronger
1990-10-19,Night of the Living Dead,Other,2884679,1544,5835247,1544,2.0228410162794543,Weaker
1990-10-19,Quigley Down Under,MGM,3853149,996,21413105,1094,5.557300016168593,Strong
1990-10-19,Reversal of Fortune,Warner Brothers,176985,7,15445131,661,87.2680227137893,Stronger
1990-10-19,White Palace,Universal,1078697,99,17487531,892,16.211717470244192,Stronger
1990-10-12,Memphis Belle,Warner Brothers,5026846,1087,27441977,1368,5.459084483590705,Strong
1990-10-12,Mr. Destiny,Buena Vista,2991605,727,15379253,1025,5.140803348035586,Strong
1990-10-12,The Hot Spot,Other,112188,23,1293976,365,11.533996505865154,Stronger
1990-10-12,"Welcome Home, Roxy Carmichael",Paramount,1753870,635,3989297,635,2.2745682405195367,Weaker
1990-10-05,Avalon,Other,226613,7,15740796,635,69.46113418029857,Stronger
1990-10-05,Desperate Hours (1990),MGM,1367657,1033,2742912,1033,2.0055554864999046,Weaker
1990-10-05,Fantasia (Re-issue) (1990),Buena Vista,6047613,481,25363371,481,4.193947430167903,Strong
1990-10-05,Henry & June,Universal,1032942,76,11567449,295,11.198546481796654,Stronger
1990-10-05,Marked for Death,Fox,11790047,1968,46044396,1974,3.905361530789487,Strong
1990-09-28,I Come in Peace,Other,1912421,1041,4348368,1041,2.2737503928266842,Weaker
1990-09-28,King of New York,Other,411597,115,2554476,119,6.206255147632271,Stronger
1990-09-28,Pacific Heights,Fox,6912637,1278,29381956,1291,4.250469972602351,Strong
1990-09-28,Texasville,Other,823534,354,2268181,354,2.7542044408609723,Weak
1990-09-21,Don't Tell Her It's Me,Other,531714,177,1171762,177,2.2037448703626388,Weaker
1990-09-21,Funny About Love,Paramount,3036352,1213,8141292,1213,2.6812741078768205,Weak
1990-09-21,Miller's Crossing,Fox,28202,1,5080409,289,180.14357137791646,Stronger
1990-09-21,Narrow Margin,Other,3628060,1132,10873237,1253,2.9969837874787078,Weak
1990-09-19,Goodfellas,Warner Brothers,6368901,1070,46836214,1328,7.353892610357737,Stronger
1990-09-14,Death Warrant,MGM,5019902,1089,16853487,1090,3.357333868270735,Strong
1990-09-14,Hardware,Miramax,2381285,695,5728953,695,2.405824166363959,Weaker
1990-09-14,Postcards from the Edge,Other,7871856,1013,39071603,1323,4.9634549971442565,Strong
1990-09-14,Repossessed,Other,266975,115,1382462,115,5.17824515404064,Strong
1990-09-14,State of Grace,Other,179927,14,1911542,335,10.623986394482207,Stronger
1990-08-31,The Lemon Sisters,Miramax,2122066,598,3473905,598,1.6370390930348067,Weaker
1990-08-24,"After Dark, My Sweet",Other,244919,30,2678414,153,10.935917589080471,Stronger
1990-08-24,Darkman,Universal,8054860,1786,33878502,1833,4.205970308608716,Strong
1990-08-24,Delta Force 2: Operation Stranglehold,MGM,1854379,908,6698361,909,3.61218553488796,Strong
1990-08-24,Men at Work,Other,3184311,962,16247964,1035,5.1025053771443805,Strong
1990-08-24,Pump Up the Volume,Other,1601489,799,11541758,821,7.206891836284857,Stronger
1990-08-24,The Witches,Warner Brothers,2221402,879,10360553,879,4.663970321445645,Strong
1990-08-17,My Blue Heaven,Warner Brothers,6207092,1859,23591472,1868,3.800728585946527,Strong
1990-08-17,Taking Care of Business,Buena Vista,3620054,1074,20005435,1176,5.52628082343523,Strong
1990-08-17,The Exorcist III,Fox,9312219,1288,26098824,1414,2.8026428502164737,Weak
1990-08-17,Wild at Heart,Other,2913764,532,14560247,625,4.997057757594644,Strong
1990-08-10,Air America,Other,8064480,1902,31053601,1902,3.850663774973712,Strong
1990-08-10,Flatliners,Other,10034685,1319,61489265,1483,6.127672667353285,Strong
1990-08-10,The Two Jakes,Paramount,3729149,1206,10005969,1206,2.683177582874806,Weak
1990-08-03,Duck Tales: The Movie,Buena Vista,3870366,1549,18115724,1558,4.680622969507277,Strong
1990-08-03,Mo' Better Blues,Universal,4387360,544,16153593,572,3.681848081762153,Strong
1990-08-03,Young Guns II,Fox,8017438,1770,44143410,1770,5.505924710612043,Strong
1990-07-27,Presumed Innocent,Warner Brothers,11718981,1349,86303188,1451,7.364393542407825,Stronger
1990-07-27,Problem Child,Universal,10026900,1714,53470891,1769,5.332744018589993,Strong
1990-07-20,Arachnophobia,Buena Vista,8045760,1479,53208180,2005,6.613195024460088,Stronger
1990-07-20,Navy Seals,Other,6543832,1341,25069101,1355,3.8309511919010144,Strong
1990-07-20,The Freshman,Other,205876,6,21460601,1044,104.24042141871806,Stronger
1990-07-13,Ghost,Paramount,12191540,1101,217631306,1766,17.851010290742597,Stronger
1990-07-13,Quick Change,Warner Brothers,4700960,1596,15260154,1596,3.2461782274258875,Weak
1990-07-13,The Adventures of Ford Fairlane,Fox,6374391,1245,21413502,1263,3.3593016179898596,Strong
1990-07-13,The Jungle Book (re-issue) (1990),Buena Vista,7708029,1901,44645619,1923,5.792092764570554,Strong
1990-07-06,Die Hard 2: Die Harder,Fox,21744661,2507,117540947,2507,5.4055083682380705,Strong
1990-07-06,Jetsons: The Movie,Universal,5029640,1562,20305841,1566,4.0372354681448375,Strong
1990-06-29,Days of Thunder,Paramount,15490445,2307,82670733,2307,5.336885609161002,Strong
1990-06-29,Ghost Dad,Universal,4803480,1213,24707633,1221,5.143694363253308,Strong
1990-06-22,Betsy's Wedding,Buena Vista,4662488,1048,19740070,1058,4.2338060709217915,Strong
1990-06-22,Robocop 2,Other,14145411,1768,45681173,1806,3.2293987781620483,Weak
1990-06-15,Adventures of Milo and Otis (Re-issue),Other,1708915,914,10351534,915,6.05737207526413,Strong
1990-06-15,Dick Tracy,Buena Vista,22543911,2332,103738726,2332,4.601629504303845,Strong
1990-06-15,Gremlins 2: The New Batch,Warner Brothers,9702804,2075,41482207,2155,4.275280321028849,Strong
1990-06-08,Another 48 HRS.,Paramount,19475559,2721,80818974,2721,4.1497640196104255,Strong
1990-06-01,Total Recall,Sony,25533700,2060,119394840,2131,4.675970971696229,Strong
1990-05-25,Back to the Future Part III,Universal,19089645,2019,87727583,2070,4.595558639251804,Strong
1990-05-25,Fire Birds,Buena Vista,6358761,2006,14760451,2006,2.3212778401326926,Weaker
1990-05-18,Bird on a Wire,Universal,15338160,1944,70978012,2008,4.627544112201202,Strong
1990-05-18,Cadillac Man,Other,6712079,1826,27627310,1878,4.11605852672473,Strong
1990-05-11,Class of 1999,Other,767620,320,2459895,320,3.2045738776999038,Weak
1990-05-04,Daddy's Dyin'... Who's Got the Will?,MGM,313844,150,1373728,150,4.377104548756707,Strong
1990-05-04,Short Time,Fox,1237211,557,4010647,574,3.2416839164863553,Weak
1990-05-04,Tales From the Darkside: The Movie,Paramount,5028096,1535,16324573,1535,3.2466709068402833,Weak
1990-04-27,Q & A,Other,2816605,912,11207891,923,3.979220018426439,Strong
1990-04-27,Spaced Invaders,Buena Vista,4474336,1821,15369573,1845,3.43505114501906,Strong
1990-04-27,The Guardian (1990),Universal,5565620,1684,17037887,1736,3.0612738562819595,Weak
1990-04-27,Wild Orchid,Other,2622637,819,11060485,822,4.217314481569504,Strong
1990-04-20,Lisa,Other,1119895,287,4347648,287,3.882192526977976,Strong
1990-04-20,Martians Go Home,Other,129778,155,129778,155,1,Weaker
1990-04-20,Miami Blues,Other,3002997,832,9888167,833,3.29276619323962,Weak
1990-04-20,Why Me?,Other,49933,113,83882,113,1.6798910540123766,Weaker
1990-04-13,Crazy People,Paramount,3357800,1389,13236513,1389,3.9420194770385373,Strong
1990-04-13,The Gods Must Be Crazy II,Other,1180803,321,6291444,323,5.328106381843542,Strong
1990-04-13,Vital Signs,Fox,372253,275,1224605,275,3.289711567133106,Weak
1990-04-06,Cry-Baby,Universal,3004905,1229,8266343,1236,2.7509498636396157,Weak
1990-04-06,Ernest Goes to Jail,Buena Vista,6143372,1943,25029569,1956,4.074239521878213,Strong
1990-04-06,I Love You to Death,Other,4014640,1072,16186793,1095,4.031941344678477,Strong
1990-04-06,Impulse (1990),Warner Brothers,471126,155,2544504,155,5.400899122527732,Strong
1990-04-06,"The Cook, The Thief, His Wife and Her Lover",Miramax,252223,16,7724701,239,30.62647339854018,Stronger
1990-04-06,The First Power,Other,5677715,1332,22424195,1336,3.949510498501598,Strong
1990-03-30,Opportunity Knocks,Universal,3512625,1275,11359129,1275,3.2338006476637844,Weak
1990-03-30,Teenage Mutant Ninja Turtles,Other,25398367,2006,135265915,2377,5.3257721254283785,Strong
1990-03-23,A Shock to the System,Other,1002158,345,3417056,345,3.4096978719922406,Strong
1990-03-23,Pretty Woman,Buena Vista,11280591,1325,178406268,1811,15.815329888301065,Stronger
1990-03-23,The Fourth War,Other,776449,1005,1305887,1005,1.6818709277750374,Weaker
1990-03-16,Blind Fury,Other,868380,353,2692037,353,3.100067942605772,Weak
1990-03-16,Blue Steel,MGM,2895744,1307,8217997,1307,2.837957015537285,Weak
1990-03-16,Lambada,Warner Brothers,2031181,1117,4263112,1117,2.098834126550022,Weaker
1990-03-16,Nuns on the Run,Fox,658835,76,10959015,702,16.63392958783307,Stronger
1990-03-16,The Forbidden Dance,Other,720864,637,1823154,637,2.529123385271008,Weak
1990-03-16,The Lord of the Flies,Other,4410457,888,13985225,919,3.170924237556335,Weak
1990-03-09,Bad Influence,Other,3822019,1298,12626043,1300,3.3035008460188187,Weak
1990-03-09,Coupe de Ville,Universal,66871,7,715983,170,10.706928264868179,Stronger
1990-03-09,House Party,Other,4611024,520,26385627,700,5.722292271738338,Strong
1990-03-09,Joe Versus the Volcano,Warner Brothers,9252232,1802,39404261,1802,4.258892448870716,Strong
1990-03-09,The Handmaid's Tale,Other,738578,117,4960385,177,6.71612883134889,Stronger
1990-03-09,The Last of the Finest,Other,551876,424,1531489,424,2.7750599772412645,Weak
1990-03-02,The Hunt for Red October,Paramount,17161835,1225,122012643,1817,7.109533625046506,Stronger
1990-02-23,Mountains of the Moon,Other,66683,2,4011793,187,60.16215527195837,Stronger
1990-02-23,The Blood of Heroes,Other,471775,318,882290,318,1.8701499655556144,Weaker
1990-02-23,Where the Heart Is (1990),Buena Vista,530893,235,1106475,235,2.084177037557474,Weaker
1990-02-16,Courage Mountain,Other,693087,506,1393610,506,2.010728811823047,Weaker
1990-02-16,Madhouse,Other,5240816,1552,21036771,1555,4.014025869253948,Strong
1990-02-16,Nightbreed,Fox,3708918,1488,8862354,1488,2.389471538599667,Weaker
1990-02-16,Revenge,Other,6086672,1379,15645616,1382,2.570471351175158,Weak
1990-02-09,Hard to Kill,Warner Brothers,9213631,1301,47410827,1508,5.1457266955883085,Strong
1990-02-09,Loose Cannons,Other,2239830,1214,5585154,1214,2.4935615649401965,Weak
1990-02-09,Stanley & Iris,MGM,2102831,907,5820015,907,2.767704584914337,Weak
1990-02-02,Cinema Paradiso,Miramax,16552,1,11990401,124,724.4079869502175,Stronger
1990-02-02,Flashback,Paramount,2910116,875,6488114,875,2.229503566180867,Weaker
1990-02-02,Heart Condition,Other,2149786,885,4134992,885,1.9234435427526275,Weaker
1990-02-02,Men Don't Leave,Warner Brothers,62419,3,6070725,802,97.25764590909819,Stronger
1990-02-02,Stella,Buena Vista,4311656,1033,20240128,1393,4.69428173305106,Strong
1990-01-26,Strike It Rich,Miramax,331875,206,541626,206,1.6320180790960452,Weaker
1990-01-19,Everybody Wins,Other,581979,451,1372350,451,2.3580747758939755,Weaker
1990-01-19,Tremors,Universal,3731520,1472,16667084,1477,4.466566975388045,Strong
1990-01-12,Downtown,Fox,821626,349,2346150,349,2.8554962963684205,Weak
1990-01-12,Internal Affairs,Paramount,5043516,975,27734391,986,5.499019136649909,Strong
1990-01-12,Leatherface: The Texas Chainsaw Massacre III,Other,2692087,1107,5765562,1107,2.141670012893343,Weaker
1990-01-12,Ski Patrol,Other,1648000,515,8533973,565,5.178381674757282,Strong
1989-12-22,Always,Universal,3713480,1016,43858790,1206,11.810697782134278,Stronger
1989-12-22,Born on the Fourth of July,Universal,172021,5,70001698,1434,406.93693211875296,Stronger
1989-12-22,Music Box,Other,19381,3,6263883,462,323.19710025282495,Stronger
1989-12-22,Roger and Me,Warner Brothers,80253,4,6706368,265,83.56532466076034,Stronger
1989-12-22,Tango & Cash,Warner Brothers,6628918,1409,63408614,1575,9.56545457343114,Stronger
1989-12-15,Blaze,Buena Vista,1739701,909,19131246,970,10.996858655596565,Stronger
1989-12-15,Driving Miss Daisy,Warner Brothers,73745,3,106593296,1668,1445.4308224286392,Stronger
1989-12-15,Family Business,Other,2130024,1201,12195695,1230,5.725613889796547,Strong
1989-12-15,The Wizard,Universal,2142525,1155,14278900,1204,6.664519667215085,Stronger
1989-12-15,We're No Angels,Paramount,2047630,1239,10555348,1495,5.154909822575368,Strong
1989-12-14,Glory,Other,63661,3,26828365,811,421.4254410078384,Stronger
1989-12-08,She-Devil,Other,3509647,1403,15351421,1452,4.37406411527997,Strong
1989-12-08,The War of the Roses,Fox,9488794,1259,86888546,1559,9.156964098914994,Stronger
1989-12-01,Christmas Vacation,Warner Brothers,11750203,1744,71319526,1950,6.069642030865339,Strong
1989-11-22,Back to the Future Part II,Universal,27835125,1865,118450002,2107,4.255414768211028,Strong
1989-11-17,All Dogs Go to Heaven,Other,4712834,1577,27100027,1591,5.750261307739675,Strong
1989-11-17,Harlem Nights,Paramount,16096808,2180,60864870,2180,3.7811763673891123,Strong
1989-11-17,Prancer,Other,2914486,1713,18587135,1728,6.377500183565815,Stronger
1989-11-17,Steel Magnolias,Other,5425440,480,83759091,1372,15.438211647350261,Stronger
1989-11-17,The Little Mermaid,Buena Vista,6031914,994,84355863,1533,13.984924685597308,Stronger
1989-11-10,Best of the Best,Other,990000,600,1700000,600,1.7171717171717171,Weaker
1989-11-10,Communion,Other,822123,240,1919653,240,2.334994885193578,Weaker
1989-11-10,My Left Foot,Miramax,41165,2,14743391,510,358.153552775416,Stronger
1989-11-10,Staying Together,Other,2020777,1045,4348025,1045,2.1516599802947085,Weaker
1989-11-10,Survival Quest,MGM,29453,168,62683,168,2.1282382100295387,Weaker
1989-11-08,Henry V,Other,64933,3,10161099,134,156.48590085164707,Stronger
1989-11-03,After Midnight,MGM,59260,224,76325,224,1.2879682753965576,Weaker
1989-11-03,Phantom of the Opera (1989),Other,2050000,1468,3953745,1468,1.9286560975609757,Weaker
1989-11-03,Second Sight,Warner Brothers,2156742,815,5368865,815,2.489340403256393,Weak
1989-10-27,Dad,Universal,540148,107,22103037,1188,40.92033479712968,Stronger
1989-10-27,Immediate Family,Other,1675344,836,5932613,836,3.5411312542379356,Strong
1989-10-27,Kill Me Again,Other,66013,221,283694,221,4.297547452774453,Strong
1989-10-27,Shocker,Universal,4510990,1783,16554699,1795,3.6698593878505603,Strong
1989-10-27,The Bear,Other,3676530,858,31753898,1056,8.636920683361756,Stronger
1989-10-27,Worth Winning,Fox,1492610,1260,3690328,1260,2.472399354151453,Weak
1989-10-20,Fat Man and Little Boy,Paramount,1476994,843,3563162,843,2.4124417567031418,Weaker
1989-10-20,Gross Anatomy,Buena Vista,2830387,853,11604598,1080,4.100003992386907,Strong
1989-10-20,Next of Kin,Warner Brothers,4805516,1358,15942628,1358,3.317568394320194,Weak
1989-10-13,Breaking In,Other,679200,400,1877618,400,2.7644552414605417,Weak
1989-10-13,Crimes and Misdemeanors,Other,911385,66,18254702,525,20.029627435167356,Stronger
1989-10-13,Halloween 5,Other,5093428,1483,11642254,1495,2.2857403697470544,Weaker
1989-10-13,Look Who's Talking,Other,12107784,1208,140088813,1651,11.570144710212867,Stronger
1989-10-13,The Fabulous Baker Boys,Fox,3313815,858,18428904,860,5.561235011610485,Strong
1989-10-06,An Innocent Man,Buena Vista,5700000,1561,20047604,1561,3.5171235087719297,Strong
1989-10-06,Old Gringo,Other,1151749,237,3574256,237,3.1033289371208483,Weak
1989-09-29,Johnny Handsome,Other,2437642,812,7237794,813,2.9691784109397523,Weak
1989-09-22,Black Rain,Paramount,9677102,1610,46212055,1760,4.775402284692256,Strong
1989-09-22,Erik the Viking,Other,68543,22,1932642,269,28.19605211327196,Stronger
1989-09-20,A Dry White Season,MGM,202507,17,3766879,316,18.601228599505202,Stronger
1989-09-15,In Country,Warner Brothers,36505,4,3531971,606,96.75307492124367,Stronger
1989-09-15,Sea of Love,Universal,10017840,1246,58571513,1439,5.846720750181676,Strong
1989-09-08,Kickboxer,Other,4134098,973,14697005,973,3.555069328303296,Strong
1989-09-01,Relentless,Other,2838177,835,6985999,836,2.4614388038519093,Weaker
1989-08-25,Heart of Dixie,Other,367091,359,1097333,359,2.989266966501494,Weak
1989-08-25,Little Monsters,Other,253834,179,793775,179,3.127142148017996,Weak
1989-08-25,Millennium,Fox,1614692,486,5777099,488,3.5778334196243,Strong
1989-08-25,The Adventures of Milo and Otis,Other,470084,239,2948215,239,6.271676976880728,Stronger
1989-08-25,The Package,Other,1851673,323,10647219,460,5.750053600176705,Strong
1989-08-25,Wired,Other,681054,745,1089000,745,1.5989921504021707,Weaker
1989-08-18,Casualties of War,Other,5201261,1487,18671317,1487,3.5897673660291227,Strong
1989-08-18,Cheetah,Buena Vista,2636118,1310,8153677,1321,3.0930622225560462,Weak
1989-08-18,Eddie and the Cruisers II,Other,536508,402,536508,402,1,Weaker
1989-08-18,Let It Ride,Paramount,1925049,1191,4973285,1191,2.583458914552305,Weak
1989-08-18,Rude Awakening,Other,1121542,953,3169719,953,2.8262151573458683,Weak
1989-08-18,Uncle Buck,Universal,8794501,1804,66758538,1835,7.59094097550276,Stronger
1989-08-11,A Nightmare on Elm Street 5: The Dream Child,Other,8115176,1902,22168359,1902,2.731716354642216,Weak
1989-08-11,The Abyss,Fox,9319797,1533,54222310,1538,5.817971142504499,Strong
1989-08-04,Lock Up,Other,6025520,1382,22099847,1384,3.667707849281058,Strong
1989-08-04,"sex, lies and videotape",Miramax,155982,4,24741667,534,158.61873164852355,Stronger
1989-08-04,Young Einstein,Warner Brothers,3094581,1217,11536599,1217,3.728000333486181,Strong
1989-08-02,Parenthood,Universal,10506450,1262,100047830,1399,9.522515216842987,Stronger
1989-07-28,Babar: The Movie,Other,297155,510,1305187,510,4.392276757920951,Strong
1989-07-28,Friday the 13th Part VIII,Paramount,6251310,1683,14343976,1683,2.294555221225631,Weaker
1989-07-28,Turner & Hooch,Buena Vista,12211042,1877,71079915,1888,5.8209541003953635,Strong
1989-07-21,Shag: The Movie,Other,2029496,850,6957975,850,3.4284250868195847,Strong
1989-07-21,UHF,Other,2251831,1295,6157157,1295,2.734289118499568,Weak
1989-07-14,Licence to Kill,Other,8774776,1575,34667015,1587,3.9507578313110217,Strong
1989-07-14,Peter Pan (Re-issue) (1989),Buena Vista,5611785,1475,29445131,1533,5.247016947370578,Strong
1989-07-14,When Harry Met Sally...,Other,1094453,41,92823546,1174,84.81272928120258,Stronger
1989-07-07,Lethal Weapon 2,Warner Brothers,20388800,1803,147253986,1830,7.222297830181276,Stronger
1989-07-07,Weekend at Bernie's,Fox,4506086,1134,30218387,1139,6.706127446302623,Stronger
1989-06-30,Do the Right Thing,Universal,3563535,353,27545445,534,7.729809023904634,Stronger
1989-06-30,Great Balls of Fire!,Other,3807986,1417,13741060,1417,3.608484905144084,Strong
1989-06-30,The Karate Kid Part III,Other,10364544,1560,38956288,1569,3.7586108949896877,Strong
1989-06-23,Batman,Warner Brothers,40489746,2194,251188924,2201,6.203766356054691,Stronger
1989-06-23,"Honey, I Shrunk the Kids",Buena Vista,14262961,1371,130724172,1498,9.16528987213805,Stronger
1989-06-16,Ghostbusters II,Other,29472894,2410,112494738,2410,3.8168880870673916,Strong
1989-06-09,Star Trek V: The Final Frontier,Paramount,17375648,2202,52210049,2202,3.0047828432067685,Weak
1989-06-02,Dead Poets Society,Buena Vista,340456,8,95860116,1109,281.56389078177506,Stronger
1989-06-02,No Holds Barred,Other,4957052,1318,16093651,1327,3.246617344340951,Weak
1989-06-02,Renegades,Universal,3075030,1627,9015164,1627,2.93173204814262,Weak
1989-05-26,Pink Cadillac,Warner Brothers,4408593,1993,12143484,1993,2.7545033075178407,Weak
1989-05-24,Indiana Jones and the Last Crusade,Paramount,29355021,2327,197171806,2327,6.716800032267052,Stronger
1989-05-19,Fright Night II,Other,548231,148,2983784,161,5.4425670930684324,Strong
1989-05-19,How I Got Into College,Fox,651850,743,1642239,743,2.5193510777019252,Weak
1989-05-19,Miracle Mile,Other,341401,143,1145404,143,3.355010676594386,Strong
1989-05-19,Road House,Other,5957656,1927,30050028,1935,5.043934728691955,Strong
1989-05-12,Earth Girls Are Easy,Other,892742,317,3916303,317,4.386825084962957,Strong
1989-05-12,"See No Evil, Hear No Evil",Other,7098741,1677,46908987,1686,6.608071346735992,Stronger
1989-05-05,Listen to Me,Other,1789759,1306,4299023,1306,2.4020122262271064,Weaker
1989-04-28,Criminal Law,Other,2636091,1166,9974446,1166,3.7838018490256977,Strong
1989-04-28,K-9,Universal,7471035,1677,43247647,1706,5.7887089272102195,Strong
1989-04-28,Loverboy,Other,1653102,1089,3960327,1089,2.3956942765782148,Weaker
1989-04-28,Miss Firecracker,Other,45293,6,1852655,211,40.903782041375045,Stronger
1989-04-28,Scandal,Miramax,658660,94,8800000,371,13.360459113958644,Stronger
1989-04-28,The Horror Show,MGM,773348,444,1738897,444,2.2485310623419212,Weaker
1989-04-21,Field of Dreams,Universal,531346,22,64431625,1100,121.2611462211064,Stronger
1989-04-21,Pet Sematary,Paramount,12046179,1585,57469467,1585,4.770763160666963,Strong
1989-04-21,Red Scorpion,Other,1972994,1268,4192440,1268,2.1249126961359233,Weaker
1989-04-21,See You in the Morning,Warner Brothers,1832536,743,4795009,743,2.616597436557863,Weak
1989-04-21,Speed Zone,Other,1475494,1195,3077361,1195,2.08564792537279,Weaker
1989-04-14,Disorganized Crime,Buena Vista,2840166,1462,7723506,1462,2.719385416204546,Weak
1989-04-14,Say Anything,Fox,4058496,1113,20781385,1113,5.120464576039991,Strong
1989-04-14,She's Out of Control,Other,3653142,987,12065892,987,3.3028806435665516,Weak
1989-04-14,Winter People,Other,743032,298,2023282,298,2.7230078919885012,Weak
1989-04-07,Cyborg,Other,3179811,830,10166459,830,3.1971897071869995,Weak
1989-04-07,Dead Calm,Warner Brothers,2463551,959,7825009,959,3.1763129726155457,Weak
1989-04-07,Major League,Paramount,8836265,1541,49797148,1615,5.635542618968535,Strong
1989-04-07,The Dream Team,Universal,5704860,1316,28890240,1459,5.064145307685027,Strong
1989-03-31,Sing,Other,1315872,864,2260616,864,1.7179604095231147,Weaker
1989-03-24,976-Evil,Other,794049,251,2955917,251,3.7225876488730543,Strong
1989-03-24,Dead Bang,Warner Brothers,2847690,1073,8125592,1073,2.8533976661785516,Weak
1989-03-24,Troop Beverly Hills,Other,2283443,964,8508843,964,3.7263216117065325,Strong
1989-03-17,Fletch Lives,Universal,8045760,1479,35150960,1512,4.3688800063636,Strong
1989-03-17,Leviathan,MGM,5029164,1393,15704614,1393,3.122708664899375,Weak
1989-03-17,Rooftops,Other,1111263,1044,2043889,1044,1.8392486747061676,Weaker
1989-03-17,The Rescuers (Re-issue) (1989),Buena Vista,3609117,1446,21215869,1482,5.87840987144501,Strong
1989-03-10,Chances Are,Other,3664386,837,16278590,1190,4.442378614043389,Strong
1989-03-10,Jacknife,Other,32597,2,2049769,109,62.88213639291959,Stronger
1989-03-10,Police Academy 6: City Under Siege,Warner Brothers,4032480,1627,11567217,1627,2.868511933103202,Weak
1989-03-10,The Adventures of Baron Munchausen,Other,597400,46,8083123,120,13.53050385001674,Stronger
1989-03-03,Dream a Little Dream,Other,2568963,1019,5552441,1019,2.1613549903209974,Weaker
1989-03-03,Farewell to the King,Other,1150531,650,2420917,668,2.104173638085371,Weaker
1989-03-03,Lean on Me,Warner Brothers,5032605,894,31906454,1107,6.339947999097883,Stronger
1989-03-03,New York Stories,Buena Vista,432337,12,10763469,514,24.89601630209767,Stronger
1989-03-03,Out Cold (1989),Other,201499,142,294266,142,1.4603844187812347,Weaker
1989-03-03,Skin Deep,Fox,2460262,489,19674852,1062,7.9970555981436124,Stronger
1989-02-24,American Ninja 3: Blood Hunt,Other,222252,140,902152,140,4.059140075229919,Strong
1989-02-17,Bill & Ted's Excellent Adventure,Other,6167651,1196,40485039,1321,6.564093688180476,Stronger
1989-02-17,The 'Burbs,Universal,11101197,1952,36601993,1956,3.2971212924155835,Weak
1989-02-17,The Mighty Quinn,MGM,1429306,234,4557214,234,3.1884103194137574,Weak
1989-02-17,True Believer,Other,3009692,897,8742750,897,2.904865348347937,Weak
1989-02-10,Cousins,Paramount,3039805,535,22026369,747,7.245980909959685,Stronger
1989-02-10,Tap,Other,2217150,585,9114702,587,4.110999255801366,Strong
1989-02-10,The Fly II,Fox,6751371,1524,20021322,1528,2.965519447827708,Weak
1989-02-03,Her Alibi,Warner Brothers,5037047,1429,18699037,1429,3.7123014734625266,Strong
1989-02-03,Kinjite,Other,1029058,320,3416846,320,3.320362894997172,Strong
1989-02-03,Who's Harry Crumb?,Other,3862719,1197,10982364,1198,2.8431692804990476,Weak
1989-01-27,Physical Evidence,Other,1777358,691,3560932,695,2.0034973258060558,Weaker
1989-01-27,Three Fugitives,Buena Vista,6434717,1153,40586886,1374,6.307485783757079,Stronger
1989-01-13,Deepstar Six,Other,3306320,1117,8143225,1118,2.462927060901546,Weaker
1989-01-13,Gleaming the Cube,Fox,740780,466,2777280,469,3.7491292961473044,Strong
1989-01-13,Pumpkinhead (Re-issue),Other,399010,142,1000000,142,2.5062028520588457,Weak
1989-01-13,The January Man,MGM,1716442,876,4611062,883,2.686407114251457,Weak
1988-12-23,Beaches,Buena Vista,198361,7,57041866,1122,287.56593281945544,Stronger
1988-12-23,Dangerous Liaisons,Warner Brothers,84451,3,34670720,762,410.5424447312643,Stronger
1988-12-23,Hellbound: Hellraiser II,Other,3185511,1180,12090735,1187,3.795540181779313,Strong
1988-12-23,Talk Radio,Universal,80547,6,3468572,653,43.062708729065015,Stronger
1988-12-23,The Accidental Tourist,Warner Brothers,97578,3,32632093,954,334.42059685584866,Stronger
1988-12-23,Working Girl,Fox,4718485,1051,63779477,1149,13.516939653299735,Stronger
1988-12-16,Dirty Rotten Scoundrels,Other,3840498,1466,42039085,1515,10.946258792479517,Stronger
1988-12-16,I'm Gonna Git You Sucka,Other,543588,135,13030057,266,23.9704647637549,Stronger
1988-12-16,Rain Man,MGM,7005719,1248,172825435,1590,24.66919312635862,Stronger
1988-12-16,Torch Song Trilogy,Other,70022,6,4865997,135,69.49240238782097,Stronger
