OpeningDate,Title,Studio,OpeningGross,OpeningTheaters,TotalGross,TotalTheaters,GrossRatio,Stamina
2016-09-30,A Man Called Ove,Other,54608,9,3479315,194,63.714382508057426,Stronger
2016-09-30,American Honey,Other,71203,4,663246,135,9.314860328918725,Stronger
2016-09-30,Deepwater Horizon,Other,20223544,3259,61433527,3403,3.0377231112410366,Weak
2016-09-30,Denial,Other,93728,5,4073489,648,43.460748122226015,Stronger
2016-09-30,M.S. Dhoni: The Untold Story,Other,1108650,256,1801550,256,1.6249943625129661,Weaker
2016-09-30,Masterminds (2016),Other,6541205,3042,17368022,3042,2.6551716388647044,Weak
2016-09-30,Miss Peregrine's Home for Peculiar Children,Fox,28871140,3522,87242834,3835,3.021800801769518,Weak
2016-09-23,Queen of Katwe,Buena Vista,304933,52,8874389,1259,29.102750440260646,Stronger
2016-09-23,Storks,Warner Brothers,21311407,3922,72679278,3922,3.410346299519314,Strong
2016-09-23,The Dressmaker,Other,185165,36,2022115,174,10.920611346636784,Stronger
2016-09-23,The Magnificent Seven (2016),Sony,34703397,3674,93432655,3696,2.6923201495231144,Weak
2016-09-16,Blair Witch,Other,9576057,3121,20777061,3121,2.1696885262901002,Weaker
2016-09-16,Bridget Jones's Baby,Universal,8571785,2927,24252420,2930,2.8293313469714882,Weak
2016-09-16,Hillsong - Let Hope Rise,Other,1357243,816,2394386,816,1.7641542450393923,Weaker
2016-09-16,Mr. Church,Other,338551,354,685780,354,2.0256327702473187,Weaker
2016-09-16,Snowden,Other,8000058,2443,21587519,2443,2.698420311452742,Weak
2016-09-16,Wild Oats,Other,21554,100,40598,100,1.8835482972998052,Weaker
2016-09-15,Digimon Adventure tri.,Other,163005,457,190581,457,1.1691727247630441,Weaker
2016-09-15,The Beatles: Eight Days a Week - The Touring Years,Other,785336,85,2930414,155,3.7314143245693563,Strong
2016-09-09,Baar Baar Dekho,Other,612363,146,981947,146,1.6035374442936625,Weaker
2016-09-09,Sully,Warner Brothers,35028301,3525,125070033,3955,3.5705423737223225,Strong
2016-09-09,The Disappointments Room,Other,1402823,1554,2423468,1554,1.727565059882822,Weaker
2016-09-09,The Wild Life (2016),Other,3342696,2493,8005586,2493,2.394948867620627,Weaker
2016-09-09,When the Bough Breaks,Other,14202323,2246,29747603,2246,2.0945589675717136,Weaker
2016-09-03,Willy Wonka and the Chocolate Factory (2016 re-release),Warner Brothers,526633,155,526633,155,1,Weaker
2016-09-02,Morgan,Fox,2012709,2020,3915251,2020,1.9452643178919555,Weaker
2016-09-02,No Manches Frida,Other,3676235,362,11528613,465,3.1359836898348448,Weak
2016-09-02,The Light Between Oceans,Buena Vista,4765838,1500,12545979,1500,2.632481213167548,Weak
2016-08-26,Don't Breathe,Other,26411706,3051,89217875,3384,3.377967140782197,Strong
2016-08-26,Greater,Other,627974,340,2000093,340,3.184993327749238,Weak
2016-08-26,Hands of Stone,Other,1751388,810,4712792,2011,2.6908897400233416,Weak
2016-08-26,Mechanic: Resurrection,Other,7456525,2258,21218403,2258,2.8456154844247155,Weak
2016-08-26,Southside with You,Other,2868403,813,6304223,897,2.19781634589003,Weaker
2016-08-26,The Hollars,Other,38210,4,1016985,298,26.615676524470032,Stronger
2016-08-26,The Sea of Trees,Other,1877,2,20444,101,10.891848694725626,Stronger
2016-08-19,Ben-Hur (2016),Paramount,11203815,3084,26410477,3084,2.3572753566530684,Weaker
2016-08-19,Kubo and the Two Strings,Other,12608372,3260,48023088,3279,3.8088254375743356,Strong
2016-08-19,War Dogs,Warner Brothers,14685305,3258,43034523,3258,2.9304480227002436,Weak
2016-08-12,Anthropoid,Other,1233519,452,2964845,452,2.4035665441715937,Weaker
2016-08-12,Florence Foster Jenkins,Paramount,6601313,1528,27383770,1528,4.148230814081987,Strong
2016-08-12,Hell or High Water,Other,621329,32,27007844,1505,43.46786324153548,Stronger
2016-08-12,Mohenjo Daro,Other,747791,246,1264339,246,1.6907652004370206,Weaker
2016-08-12,Pete's Dragon (2016),Buena Vista,21514095,3702,76233151,3702,3.543404963118365,Strong
2016-08-12,Rustom,Other,773662,133,1087419,133,1.4055479007628655,Weaker
2016-08-12,Sausage Party,Sony,34263534,3103,97685686,3135,2.8510102314606542,Weak
2016-08-12,The Fight Within,Other,57124,103,94326,103,1.6512499124711155,Weaker
2016-08-05,Nine Lives (2016),Other,6249915,2264,19700032,2264,3.152047987852635,Weak
2016-08-05,Operation Chromite,Other,31662,1,1023348,114,32.3210157286337,Stronger
2016-08-05,Suicide Squad,Warner Brothers,133682248,4255,325100054,4255,2.431886498497542,Weaker
2016-07-29,Bad Moms,Other,23817340,3215,113257297,3215,4.755245422032855,Strong
2016-07-29,Dishoom,Other,442299,113,812737,113,1.8375284592549384,Weaker
2016-07-29,Equity,Other,82434,4,1605463,255,19.475738166290608,Stronger
2016-07-29,Gleason,Other,91583,9,583664,148,6.3730605024950044,Stronger
2016-07-29,Indignation,Other,93125,4,3401155,317,36.52246979865772,Stronger
2016-07-29,Jason Bourne,Universal,59215365,4026,162434410,4039,2.7431125350658565,Weak
2016-07-27,Nerve,Other,9445456,2538,38583626,2538,4.084887590392672,Strong
2016-07-22,Absolutely Fabulous: The Movie,Other,1861118,313,4772155,355,2.5641334939536344,Weak
2016-07-22,Don't Think Twice,Other,92835,1,4417667,175,47.586222868530186,Stronger
2016-07-22,Ice Age: Collision Course,Fox,21373064,3992,64063008,3997,2.9973712706797677,Weak
2016-07-22,Lights Out,Other,21688103,2818,67268835,2835,3.1016467876420544,Weak
2016-07-22,Star Trek Beyond,Paramount,59253211,3928,158848340,3928,2.680839355693314,Weak
2016-07-21,Kabali,Other,1977716,236,3903095,236,1.9735366453019543,Weaker
2016-07-15,Cafe Society,Other,359289,5,11103205,631,30.90327006949837,Stronger
2016-07-15,Ghostbusters (2016),Sony,46018755,3963,128350574,3963,2.789092707962221,Weak
2016-07-15,Hillary's America: The Secret History of the Democratic Party,Other,74814,3,13099931,1217,175.09999465340712,Stronger
2016-07-13,The Infiltrator,Other,5303775,1601,15436808,1601,2.910532215261771,Weak
2016-07-08,Captain Fantastic,Other,93824,4,5879736,550,62.667718281036834,Stronger
2016-07-08,Mike and Dave Need Wedding Dates,Fox,16628170,2982,46009673,3008,2.7669715308419387,Weak
2016-07-08,The Secret Life of Pets,Universal,104352905,4370,368384330,4381,3.5301780051068055,Strong
2016-07-06,Sultan,Other,2371100,282,6200000,283,2.614820125680064,Weak
2016-07-01,Our Kind of Traitor,Other,984698,373,3153157,399,3.2021563971897984,Weak
2016-07-01,The BFG,Buena Vista,18775350,3357,55483770,3392,2.9551390520016936,Weak
2016-07-01,The Legend of Tarzan,Warner Brothers,38527856,3561,126643061,3591,3.287051867095849,Weak
2016-07-01,The Purge: Election Year,Universal,31515110,2796,79213375,2821,2.5135046331743727,Weak
2016-06-24,Free State of Jones,Other,7572206,2815,20810036,2815,2.7482131363040043,Weak
2016-06-24,Hunt for the Wilderpeople,Other,78439,5,5205468,200,66.36326317265646,Stronger
2016-06-24,Independence Day: Resurgence,Fox,41039944,4130,103144286,4130,2.513265758842166,Weak
2016-06-24,Swiss Army Man,Other,105453,3,4210454,636,39.92730410704295,Stronger
2016-06-24,The Neon Demon,Other,589014,783,1333124,783,2.2633146241006155,Weaker
2016-06-24,The Shallows,Sony,16800868,2962,55124043,2962,3.2810235161659507,Weak
2016-06-17,Central Intelligence,Other,35535250,3508,127440871,3508,3.5863226233106564,Strong
2016-06-17,Clown,Other,26920,100,55007,100,2.0433506686478453,Weaker
2016-06-17,Finding Dory,Buena Vista,135060273,4305,486295561,4305,3.600581800985994,Strong
2016-06-17,Gentleman,Other,537490,126,897876,126,1.670498055777782,Weaker
2016-06-15,Range 15,Other,1044,1,621738,260,595.5344827586207,Stronger
2016-06-10,Genius,Other,98274,16,1361045,152,13.849492235993244,Stronger
2016-06-10,Now You See Me 2,Other,22383146,3232,65075540,3232,2.9073455536589896,Weak
2016-06-10,Te3n,Other,258066,104,331507,104,1.2845822386521277,Weaker
2016-06-10,The Conjuring 2,Other,40406314,3343,102470008,3356,2.5359899940390505,Weak
2016-06-10,Warcraft,Universal,24166110,3400,47365290,3406,1.9599881817967393,Weaker
2016-06-03,Housefull 3,Other,683620,145,1326999,145,1.9411354261139229,Weaker
2016-06-03,Me Before You,Other,18723269,2704,56245075,2762,3.0040200244946544,Weak
2016-06-03,Popstar: Never Stop Never Stopping,Universal,4698715,2311,9639125,2313,2.051438531598533,Weaker
2016-06-03,Teenage Mutant Ninja Turtles: Out of the Shadows,Paramount,35316382,4071,82051601,4071,2.3233297510486777,Weaker
2016-06-01,A Aa,Other,1213057,115,2313043,115,1.9067883866957611,Weaker
2016-05-27,Alice Through the Looking Glass,Buena Vista,26858726,3763,77041381,3763,2.868392975899155,Weak
2016-05-27,X-Men: Apocalypse,Fox,65769562,4150,155442489,4153,2.3634411462250577,Weaker
2016-05-20,Maggie's Plan,Other,63308,5,3351735,335,52.94330890250837,Stronger
2016-05-20,Neighbors 2: Sorority Rising,Universal,21760405,3384,55455765,3416,2.5484711796494595,Weak
2016-05-20,The Angry Birds Movie,Sony,38155177,3932,107509366,3932,2.8176875185246812,Weak
2016-05-20,The Nice Guys,Warner Brothers,11203270,2865,36261763,2865,3.2367124062885213,Weak
2016-05-13,Love & Friendship,Other,133513,4,14016568,826,104.9827956828174,Stronger
2016-05-13,Money Monster,Other,14788157,3104,41012075,3104,2.773305355089211,Weak
2016-05-13,The Darkness,Other,4950859,1755,10753574,1769,2.172062262326598,Weaker
2016-05-13,The Lobster (US Release),Other,190252,4,8700374,560,45.730788638227196,Stronger
2016-05-06,Captain America: Civil War,Buena Vista,179139142,4226,408084349,4226,2.2780300521926136,Weaker
2016-05-04,A Bigger Splash,Other,114419,5,2024099,378,17.690235013415602,Stronger
2016-04-29,A Beautiful Planet,Other,223983,137,15552381,155,69.43554198309693,Stronger
2016-04-29,Keanu,Other,9453224,2658,20591853,2681,2.1782889096883773,Weaker
2016-04-29,Mother's Day,Other,8369184,3035,32492859,3291,3.8824405103293222,Strong
2016-04-29,Papa: Hemingway in Cuba,Other,475224,325,1115615,325,2.3475560998602765,Weaker
2016-04-29,Ratchet & Clank,Other,4869278,2891,8821329,2895,1.811629773448959,Weaker
2016-04-29,The Man Who Knew Infinity,Other,80325,6,3866794,288,48.139358854652976,Stronger
2016-04-22,A Hologram for the King,Other,1138578,401,4212494,523,3.699785170625113,Strong
2016-04-22,Compadres,Other,1397434,368,3127773,368,2.238225919792992,Weaker
2016-04-22,Elvis & Nixon,Other,466447,381,1055287,381,2.2623942269968507,Weaker
2016-04-22,The Huntsman: Winter's War,Universal,19445035,3791,48390190,3802,2.488562761650982,Weak
2016-04-22,The Meddler,Other,57022,4,4267218,464,74.83459015818455,Stronger
2016-04-22,Unsullied,Other,179112,102,510957,102,2.852723435615704,Weak
2016-04-15,Barbershop: The Next Cut,Other,20242415,2661,54030051,2676,2.6691504447468346,Weak
2016-04-15,Criminal (2016),Other,5767278,2683,14708696,2683,2.550370556092493,Weak
2016-04-15,Fan,Other,1382871,307,2300000,307,1.6632064740673569,Weaker
2016-04-15,Green Room,Other,87984,3,3220371,777,36.6017798690671,Stronger
2016-04-15,Sing Street,Other,63573,5,3237118,525,50.91969861419156,Stronger
2016-04-15,The Jungle Book (2016),Buena Vista,103261464,4028,364001123,4144,3.5250432145722823,Strong
2016-04-08,Demolition,Other,1100042,854,1978592,862,1.798651324222166,Weaker
2016-04-08,Hardcore Henry,Other,5107604,3015,9252038,3015,1.8114242999261494,Weaker
2016-04-08,High Strung (2016),Other,40708,100,53447,100,1.3129360322295371,Weaker
2016-04-08,The Boss,Universal,23586645,3480,63285885,3495,2.683123648997134,Weak
2016-04-01,God's Not Dead 2,Other,7623662,2419,20774575,2419,2.725012598932114,Weak
2016-04-01,Ki & Ka,Other,439521,148,857986,148,1.9520933015714834,Weaker
2016-04-01,Meet the Blacks,Other,4055940,1015,9097072,1015,2.2429010291079257,Weaker
2016-04-01,Miles Ahead,Other,114530,4,2610896,527,22.79661224133415,Stronger
2016-03-30,Everybody Wants Some!!,Paramount,312355,19,3400278,454,10.885940676473885,Stronger
2016-03-25,Batman v Superman: Dawn of Justice,Warner Brothers,166007347,4242,330360194,4256,1.9900335736345451,Weaker
2016-03-25,I Saw the Light,Other,45471,5,1646788,741,36.216225726287085,Stronger
2016-03-25,My Big Fat Greek Wedding 2,Universal,17861950,3133,59689605,3179,3.341718289436484,Strong
2016-03-18,Kapoor & Sons - Since 1921,Other,986992,143,2607036,153,2.6413952696678393,Weak
2016-03-18,Midnight Special,Warner Brothers,190012,5,3712282,521,19.537092394164578,Stronger
2016-03-18,The Bronze,Other,386328,1167,615816,1167,1.5940237311300243,Weaker
2016-03-18,The Divergent Series: Allegiant,Other,29027348,3740,66184051,3740,2.2800584814017455,Weaker
2016-03-16,Miracles from Heaven,Other,14812393,3047,61705123,3155,4.165776792446703,Strong
2016-03-11,10 Cloverfield Lane,Paramount,24727437,3391,72082998,3427,2.9151018765106955,Weak
2016-03-11,Eye in the Sky,Other,113803,5,18704595,1089,164.35941934746887,Stronger
2016-03-11,"Hello, My Name is Doris",Other,84986,4,14444999,979,169.9691596262914,Stronger
2016-03-11,The Brothers Grimsby,Sony,3258327,2235,6874837,2235,2.109928500116778,Weaker
2016-03-11,The Perfect Match,Other,4294232,925,9669521,925,2.2517462959616528,Weaker
2016-03-11,The Young Messiah,Other,3294876,1761,6490401,1769,1.969846816693557,Weaker
2016-03-04,London Has Fallen,Other,21635601,3490,62524260,3492,2.8898785848380175,Weak
2016-03-04,The Boy and the Beast,Other,274247,122,490643,123,1.7890551218427184,Weaker
2016-03-04,The Other Side of the Door,Fox,1211210,546,3000342,585,2.4771443432600457,Weak
2016-03-04,Whiskey Tango Foxtrot,Paramount,7450275,2374,23083334,2413,3.09831972645305,Weak
2016-03-04,Zootopia,Buena Vista,75063401,3827,341268248,3959,4.546400022562261,Strong
2016-02-26,Eddie the Eagle,Fox,6084682,2042,15789389,2044,2.5949407052003703,Weak
2016-02-26,Gods of Egypt,Other,14123903,3117,31153464,3117,2.2057262783523788,Weaker
2016-02-26,Triple 9,Other,6109085,2205,12639297,2205,2.0689345458444266,Weaker
2016-02-19,Busco Novio Para Mi Mujer,Other,902457,357,1741889,357,1.9301628775664659,Weaker
2016-02-19,Neerja,Other,626528,73,1585687,121,2.53091162725369,Weak
2016-02-19,Race (2016),Other,7353922,2369,19206207,2387,2.611695772677491,Weak
2016-02-19,Risen,Sony,11801271,2915,36880033,2915,3.12508991616242,Weak
2016-02-19,The Mermaid (Mei ren yu),Sony,985052,35,3232685,106,3.281740456341391,Weak
2016-02-19,The Witch,Other,8800230,2046,25138705,2204,2.8565963616860013,Weak
2016-02-12,Deadpool,Fox,132434639,3558,363070709,3856,2.741508654695695,Weak
2016-02-12,Fitoor,Other,347164,147,528799,147,1.5231965295940824,Weaker
2016-02-12,How to Be Single,Other,17878911,3343,46843513,3357,2.620042853840483,Weak
2016-02-12,The Little Prince,Other,116927,52,1339152,163,11.45288940963165,Stronger
2016-02-12,Where to Invade Next,Other,897034,308,3827261,308,4.266572950412136,Strong
2016-02-12,Zoolander 2,Paramount,13841146,3394,28848693,3418,2.084270551007843,Weaker
2016-02-05,"Hail, Caesar!",Universal,11355225,2232,30498085,2248,2.6858195236113773,Weak
2016-02-05,Pride and Prejudice and Zombies,Other,5324240,2931,10938134,2931,2.0544028819136626,Weaker
2016-02-05,Regression,Other,33915,100,55039,100,1.6228512457614626,Weaker
2016-02-05,The Choice,Other,6050443,2631,18730891,2631,3.0957883579764323,Weak
2016-01-29,2016 Oscar Nominated Short Films,Other,559502,123,2816816,260,5.0345056854131,Strong
2016-01-29,Fifty Shades of Black,Other,5900528,2075,11686940,2075,1.9806600358476394,Weaker
2016-01-29,Jane Got a Gun,Other,835572,1210,1513793,1210,1.8116846902481174,Weaker
2016-01-29,Kung Fu Panda 3,Fox,41282042,3955,143528619,3987,3.476780993537093,Strong
2016-01-29,The Finest Hours,Buena Vista,10288932,3143,27569558,3143,2.6795354464389503,Weak
2016-01-22,Caged No More,Other,69372,116,114959,116,1.657138326702416,Weaker
2016-01-22,Dirty Grandpa,Other,11111875,2912,35593113,2912,3.203159952753248,Weak
2016-01-22,Ip Man 3,Other,784839,103,2679437,115,3.413995736705235,Strong
2016-01-22,The 5th Wave,Sony,10326356,2908,34916787,2908,3.3813270625184724,Strong
2016-01-22,The Boy (2016),Other,10778392,2671,35819556,2671,3.3232745663731658,Strong
2016-01-15,13 Hours: The Secret Soldiers of Benghazi,Paramount,16194738,2389,52853219,2917,3.2636044497910373,Weak
2016-01-15,Norm of the North,Other,6844137,2411,17062499,2411,2.4930095642445496,Weak
2016-01-15,Ride Along 2,Universal,35243095,3175,91221830,3192,2.5883603582488997,Weak
2016-01-08,The Forest,Other,12741176,2451,26594261,2509,2.0872689459748455,Weaker
2016-01-08,The Masked Saint,Other,123839,482,182695,482,1.4752622356446676,Weaker
2016-01-08,Wazir,Other,586028,111,1124045,111,1.9180738804289215,Weaker
2015-12-30,Anomalisa,Paramount,135222,4,3759286,573,27.8008460161808,Stronger
2015-12-25,Concussion (2015),Sony,10513749,2841,34542474,2841,3.2854573568381746,Weak
2015-12-25,Daddy's Home,Paramount,38740203,3271,150357137,3483,3.8811654394273565,Strong
2015-12-25,Joy,Fox,17015168,2896,56451232,2924,3.3177005363684917,Weak
2015-12-25,Point Break (2015),Warner Brothers,9800252,2910,28782481,2910,2.9369123365399177,Weak
2015-12-25,The Hateful Eight,Other,4610676,100,54117416,2938,11.73741464375289,Stronger
2015-12-25,The Revenant,Fox,474560,4,183637894,3711,386.9645439986514,Stronger
2015-12-23,45 Years,Other,65775,3,4247285,251,64.5729380463702,Stronger
2015-12-18,Alvin and the Chipmunks: The Road Chip,Fox,14287159,3653,85886987,3705,6.01148114891141,Strong
2015-12-18,Bajirao Mastani,Other,1744975,304,6557047,304,3.7576738921761055,Strong
2015-12-18,Sisters,Universal,13922855,2962,87044645,2978,6.251924982340189,Stronger
2015-12-18,Son of Saul,Other,37930,3,1777043,180,46.85059319799631,Stronger
2015-12-18,Star Wars: The Force Awakens,Buena Vista,247966675,4134,936662225,4134,3.7773713947650425,Strong
2015-12-17,Dilwale,Other,1920402,268,4871263,268,2.5365850483388375,Weak
2015-12-11,In the Heart of the Sea,Warner Brothers,11053366,3103,25020758,3103,2.2636324536797208,Weaker
2015-12-11,The Big Short,Paramount,705527,8,70259870,2529,99.58494855618567,Stronger
2015-12-04,A Royal Night Out,Other,100847,158,228136,158,2.2621991730046505,Weaker
2015-12-04,Chi-Raq,Other,1198453,305,2653032,305,2.2137138460999304,Weaker
2015-12-04,Krampus,Universal,16293325,2902,42725475,2919,2.622268628410714,Weak
2015-12-04,Macbeth (2015),Other,69833,5,1110707,108,15.905188091589936,Stronger
2015-12-04,The Letters,Other,700683,886,1647416,886,2.3511573707368383,Weaker
2015-12-04,Youth,Other,78085,4,2703296,149,34.619914196068386,Stronger
2015-11-27,The Danish Girl,Other,187318,4,11114018,794,59.332354605537105,Stronger
2015-11-25,Creed,Other,29632823,3404,109767581,3502,3.7042566278616116,Strong
